_Q5P4W0mBP0	Labvēlīgais Tips	Omnibuss		1997	227	vcr	5	10						X											
Qc4G8GZ7PLE	100. Debija	Divatā		1995	229	vcr	5	10						X											
Wqs4EyCHrmU	Jauns Mēness	Kad mēness jūrā krīt		1993	276	vcr	5	10						X											
DxD1iN-ENyQ	Jumprava	Baltā dziesma		1991	283	vcr	5	10						X											
vjkHd77I_n0	Tranzīts	Nevaru būt balts		1996	254	vcr	5	10						X											
punW4Z_oSF8	Betsafe / Linga	Es neesmu Džeina Fonda		1992	192	vcr	5	10						X											
dRKhXgFHmHw	Jumprava	Pēdējais tramvajs		1998	265	vcr	5	10						X											
dABT8OkeOYI	Bet Bet	Pieklauvē		1997	233	vcr	5	10						X											
NkNmrZvQc_s	Labvēlīgais Tips	Čiekurs egles dēls		1996	322	vcr	5	10						X											
XMoFQO71Kfw	Prāta Vētra	Lecam pa vecam		1999	322	vcr	5	10						X											
viv4w1osUEY	Linga	Krodziņš		1991	207	vcr	5	10						X											
b__u0LglS1Y	Pienvedēja Piedzīvojumi	Pārdaugava		1997	338	vcr	5	10						X											
FDGPHSJxH-U	Pienvedēja Piedzīvojumi	Jelgava		1998	241	vcr	5	10						X											
nclTXipVk-0	Labvēlīgais Tips	Džins ar toniku		1995	262	vcr	5	10						X											
Jy8AwSCAenU	Bet Bet	Diena		1996	239	vcr	5	10						X											
30hjs-zWPZA	Labvēlīgais Tips	Mēs sitīsim tos utainos		1995	224	vcr	5	10						X											
Fs9TdhSDLUQ	Bet Bet	Kāpēc man nav sarkans mersedess		1998	218	vcr	5	10						X											
D9SNERUykzo	Prāta Vētra	Četri krasti		1997	280	vcr	5	10						X											
dkv65PKzE9w	Jauns Mēness	Horizonts		1997	219	vcr	5	10						X											
W68AxlBUDZY	100. Debija	Vēlreiz		1996	274	vcr	5	10						X											
Z6SBRHzLyoY	Tranzīts	Strauts		1997	216	vcr	5	10						X											
awpi2CqseEU	Mixeri	Septiņas dienas		1997	272	vcr	5	10						X											
icD1gWsBWSM	Mixeri	Esi man klāt		1996	208	vcr	5	10						X											
vsDJ3PCpKWs	Līvi	Piedod man		1994	217	vcr	5	10						X											
AKBmcj63X8E	Līvi	Zelta sirds		1997	310	vcr	5	10						X											
0axEwubR7UY	Aigars Grāvers	Tuvāk vēl		1996	268	vcr	5	10						X											
u5p2Vq_ruOc	The Hobos	She Needs		1999	215	vcr	5	10						X											
ZVEtlCu_5gw	Prāta Vētra	Bronza		1997	172	vcr	5	10						X											
JTlM6wfp9q8	Labvēlīgais Tips	Tu man virsū negāzies		1999	262	vcr	5	10						X											
H0EarRWL5AE	Tumsa	Putni		1998	373	vcr	5	10						X											
rTodXN7nRjg	Jānis Stībelis / Shake & Bake	Viens		1999	225	vcr	5	10						X											
eYecJ-tza5o	Jumprava	Peldētājs		1992	277	vcr	5	10						X											
dkSPKloBY8c	Labvēlīgais Tips	Desmitais tramvajs		1998	234	vcr	5	10						X											
mrCFzSv92hc	Prāta Vētra	Ziema		1993	149	vcr	5	10						X											
m4E3CB7j3kU	Linga	Šeit		1993	169	vcr	5	10						X											
HI4qREv867M	Cits Kvartāls / Linga	Manai dzimtenei (Jaunā versija)		1991	240	vcr	5	10						X											
w_4Z0TtzN7c	Tranzīts	Neraudi		1999	203	vcr	5	10						X											
ax1Eal7NqjE	Ainars Mielavs	Esiet sveicināti (Mans nams)		1999	671	vcr	5	10						X											
wwkPuHnCdWg	The Hobos	Walk All Night		1999	204	vcr	5	10						X											
fkGkosp-gIs	Bet Bet	Mazā		1999	194	vcr	5	10						X											
m0BoxG_8I3o	Prāta Vētra	Veronika		1996	200	vcr	5	10						X											
bgL-003DLRo	Pienvedēja Piedzīvojumi	Es tev teicu		1996	161	vcr	5	10						X											
xyEHQlzq1vA	Tumsa	Bērni		1998	113	vcr	5	10						X											
NefSF1r0Fmk	Odis	Kā man laiku apmānīt		1990	278	vcr	5	10				X		X											
fCDNHZ2PWn4	Linga	Signāls		1994	247	vcr	5	10						X											
ZfaBSwnwgXM	Prāta Vētra	Šis ir mans auto		1996	181	vcr	5	10						X											
jRak3ABeboE	Autobuss Debesīs	Upe		1999	360	vcr	5	10						X											
